code,display_en,display_fi
JN4LT,,"Thorax och buk, radiologiskt styrd värmekoagulation av lesion"
JN4NT,Coagulation of tumour in trunk with radiological guidance,"Thorax och buk, radiologiskt styrd värmekoagulation av tumör"
JN4SR,,"Kroppens receptorer, mycket omfattande PET-DT"
JN4XD,Other CT examination of body,DT av torax och buk (övrig)
JN5AN,Total body isotope imaging,"Hela kroppen, isotopundersökning"
JN5AP,Total body PET (1 picture),Hela kroppen PET (1 avbildning)
JN5AQ,,"Sköldkörtelmetastas, SPET med lågdos-DT"
JN5AS,,"Kroppen, begränsad metabolisk PET-MRI"
JN5BD,Head and body CT examination for trauma,"DT av huvud, torax och buk för trauma"
JN5BP,Total body PET (2 pictures),Hela kroppen PET (2 avbildningar)
JN5DP,,Övre kroppen metabolisk PET
JN5DR,,Övre kroppen metabolisk PET-DT
JN5DS,,"Kroppen, metabolisk PET-MRI"
JN5ER,,"Kroppens receptorer, PET-DT"
JN5FN,,"Sköldkörtelmetastas, isotopundersökning i samband med ablation"
JN5GP,Whole body gamma-PET,Hela kroppen gamma-PET
JN5HP,Whole body extensive gamma-PET,Hela kroppen omfattande gamma-PET
JN5JP,Whole body extensive metabolic PET,Hela kroppen omfattande metabolisk PET
JN5JR,,"Övre kroppen (från ögonbryn till lår), omfattande metabolisk PET"
JN5JS,,"Kroppen, omfattande metabolisk PET-MRI"
JN5KR,,"Övre kroppen (från ögonbryn till lår), mycket omfattande metabolisk PET med DT"
JN5KS,,"Kroppen, mycket omfattande metabolisk PET-MRI"
JN5LR,,"Övre kroppens receptorer, omfattande PET-DT"
JN5LT,Sclerotherapy with direct puncture body area,Skleroterpi med direkt punktion i kroppen
JN5PN,Isotope imaging of secondary neoplasms of thyroid origin,Sköldkörtelmetastas isotopundersökning (hela kroppen)
JN5SR,,"Övre kroppens receptorer, mycket omfattande PET-DT"
JN5XP,Total body other PET,Hela kroppen annan PET
JN6AD,,"Kropp och hals, DT"
JN6AN,Infflammation foci isotope imaging,"Inflammationshärd, isotopundersökning (hela kroppen)"
JN6AQ,Infflammation foci SPET with low dose CT,"Inflammationshärd, SPET med lågdos-DT (hela kroppen)"
JN6BD,,"Kropp och hals, omfattande DT"
JN6BQ,Infflammation foci extensive SPET with low dose CT,"Inflammationshärd, omfattande SPET med lågdos-DT"
JN6CD,,"Kropp och hals, mycket omfattande DT"
JN6DR,,"Kroppen (från hjässa till fotblad), metabolisk PET-DT"
JN6JR,,"Kroppen (från hjässa till fotblad), omfattande metabolisk PET-DT"
JN6KS,,"Kroppen (från hjässa till fotblad), mycket omfattande metabolisk PET-MR"
JN6PN,Leucocyte distribution isotope imaging,"Inflammationshärd, isotopundersökning med cellmärkning (hela kroppen)"
JN6SN,,SPET af inflammatorisk förändring
JN7AN,Somatostatin receptor isotope imaging,Somatostatinreceptor isotopundersökning
JN7AQ,Somatostatin receptor SPET med low dose CT,Somatostatinreceptor SPET med låg dos DT
JN7SN,Somatostatin receptor SPECT,Somatostatinreceptor SPET
JR1AS,,"Kroppens receptorer eller transportproteiner, begränsad PET-MRI"
JR1BS,,"Kroppens receptorer eller transportproteiner, omfattande PET-MRI"
JR1FS,,"Kroppens receptorer eller transportproteiner, PET-MRI"
JR1QS,,"Kroppens receptorer eller transportproteiner, mycket omfattande PET-MRI"
JW,Reoperations in gastroenterological surgery,Operationer för komplikationer av gastrointestinal kirurgi
JWA00,Repair of wound dehiscence in gastroenterological surgery,Revision/sutur av sårruptur efter operationer på matsmältningsorganen
JWA01,Laparoscopic repair of wound dehiscence in gastroenterological surgery,Perkutan endoskopisk reoperation för djup infektion efter operationer på matsmältningsorganen
JWC00,Reoperation for deep infection in gastroenterological surgery,Revision av sårinfektion efter operationer på matsmältningsorganen
JWD00,,Reoperation för ytlig blödning efter operationer på matsmältningsorganen
JWE00,Reoperation for deep haemorrhage in gastroenterological surgery,Revision av sårblödning efter operationer på matsmältningsorganen
JWE01,,Perkutan endoskopisk reoperation för djup blödning efter operationer på matsmältningsorganen
JWF00,Reoperation for insufficiency of anastomosis or suture in gastroenterological surgery,Revision av suturinsufficiens i tarmen efter operationer på matsmältningsorganen
JWF01,Percutaneous endoscopic reoperation for insufficiency of anastomosis or suture in gastroenterological,Perkutan endoskopisk reoperation för anastomos- eller suturinsufficiens efter operationer på matsmältningsorganen
JWW96,Other reoperation in gastroenterological surgery,Annan reoperation på gastrointestinalkanalen och därtill hörande organ
JX,Other procedures on abdomen and abdominal organs,Andra åtgärder på abdominala organ
JX_,Other diagnostic radiology of abdomen and abdominal organs,Annan diagnostisk radiogi av adominella organ
JXA,Extensive abdominal operations with overlapping anatomical location,Omfattande abdominala operationer på överlappande anatomiska regioner
JXA00,Intralesional excision of extensive tumour of abdominal wall without defined origin in JA subgroup,"Intralesional excision av extensiv tumör i bukväggen, utan definierad ursprung"
JXA03,Marginal excision of extensive tumour of abdominal wall without defined origin in JA subgroup,"Marginal excision av extensiv tumör i bukväggen, utan definierad ursprung"
JXA06,Wide excision of extensive tumour of abdominal wall without defined origin in JA subgroup,"Utvidgad excision av extensiv tumör i bukväggen, utan definierad ursprung"
JXA10,Intralesional excision of extensive tumour of abdominal cavity without defined origin in JA subgroup,"Intralesional excision av extensiv tumör i bukhålen, utan definierad ursprung"
JXA13,Marginal excision of extensive tumour of abdominal cavity without defined origin in JA subgroup,"Marginal excision av extensiv tumör i bukhålen, utan definierad ursprung"
JXA16,Wide excision of extensive tumour of abdominal cavity without defined origin in JA subgroup,"Utvidgad excision av extensiv tumör i bukhålen, utan definierad ursprung"
JX1D3,,"Histologisk undersökning från GI-området, omfattande operationspreparat"
JX1JB,Gastrointestinal passage X-ray examination,Gastrointestinal passage röntgen undersökning
JX1LA,Kinetic X-ray of alimentary tract with pictures,Genomlysning och bild av tarmkanalen
JX1LT,Thermal coagulation of body tumor with radiological guidance,"Tarm, radiologiskt styrd värmekoagulation"
JX1RT,Dilatation of alimentary tract with radiological guidance,"Magtarmkanal dilatation, radiologiskt styrd"
JX1XB,Other X-ray examination of alimentary tract with contrast,"Matsmältningskanal , annan kontrastundersökning"
JX1XE,Other ultrasound examinaton of alimentary organs,Annan UL av matsmältningsorganen
JX_2,Other diagnostic procedures of abdomen and abdominal organs,Andra undersökningar av abdominala organ
JX2XB,Other postoperative ultrasound examinaton of alimentary organs,"Matsmältningskanal, annan postoperativ kontrastundersökning"
JX_3,Minor procedures in gastrointestinal endoscopy,Mindre åtgärder i gastrointestinal endoskopi
K,"Urinary system, male genital organs and retroperitoneal space","Urinvägar, manliga genitalier och retroperitoneal vävnad"
KA,Kidney and pelvis of kidney,Njurar och njurbäcken
KA_,Diagnostic radiology kidney and pelvis of kidney,Diangostisk radiologi av njure och njurbäcken
KAA,Exploration of kidney and pelvis of kidney,Exploration av njure och njurbäcken
KAA00,Exploration of kidney,Öppen exploration av njure
KAA01,Percutaneous endoscopic exploration of kidney,Perkutan endoskopisk undersökning av njure
KAA20,Exploratory nephrotomy,Explorativ nefrotomi
KAA21,Percutaneous endoscopic exploratory nephrotomy,Perkutan endoskopisk explorativ nefrotomi
KAA30,Exploratory pyelotomy,Öppen explorativ pyelotomi
KAA31,Percutaneous nephroscopy,Perkutan pyeloskopi
KAA96,Other exploration of kidney or pelvis of kidney,Annan öppen exploration av njure eller njurbäcken
KAA97,Other percutaneous endoscopy of kidney or pelvis of kidney,Annan perkutan endoskopisk exploration av njure eller njurbäcken
KAB,Biopsy of kidney and pelvis of kidney,Biopsier av njure och njurbäcken
KAB00,Biopsy of kidney or pelvis of kidney,Biopsi av njure eller njurbäcken
KAB01,Percutaneous endoscopic biopsy of kidney or pelvis of kidney,Perkutan endoskopisk biopsi av njure eller njurbäcken
KAC,Total excision of kidney,Nefrektomi
KAC00,Nephrectomy,Öppen nefrektomi
KAC01,Percutaneous endoscopic nephrectomy,Perkutan endoskopisk nefrektomi
KAC10,Total nephrectomy with capsule,Resektion av njure med kapsel
KAC11,"Total nephrectomy with capsule, transcutaneous",Perkutan resektion av njure med kapsel
KAC20,Nephroureterectomy,Nefroureterektomi
KAC21,Percutaneous endoscopic nephroureterectomy,Perkutan endoskopisk nefroureterektomi
KAC96,Other nephrectomy,Annan öppen nefrektomi
KAC97,"Other nephrectomy, transcutaneous",Annan perkutan endoskopisk nefrektomi
KAD,Partial excision or destruction of tumour of kidney and pelvis of kidney,Delresektion av njure och njurbäcken
KAD00,Partial nephrectomy,Öppen delresektion av njure
KAD01,Percutaneous endoscopic partial nephrectomy,Perkutan endoskopisk resektion av njure
KAD10,Heminephrectomy,Öppen heminefrektomi
KAD11,Percutaneous endoscopic heminephrectomy,Perkutan endoskopisk heminefrektomi
KAD40,Partial excision of pelvis of kidney,Öppen delresektion av njurbäcken
KAD41,Percutaneous endoscopic partial excision of pelvis of kidney,Perkutan endoskopisk delresektion av njurbäcken
KAD50,Destruction of tumour of pelvis of kidney,Öppen destruktion av njurbäckentumör
KAD51,Percutaneous endoscopic destruction of tumour of pelvis of kidney,Perkutan endoskopisk destruktion av njurbäckentumör
KAD52,Retrograde ureteronephroscopic destruction of tumour of pelvis of kidney,Transluminal endoskopisk destruktion av njurbäckentumör
KAD56,Destruction of lesion of renal parenchyma,Destruktion av förändring i njurparenkym
KAD60,Percutaneous destruction of lesion of renal parenchyma,Perkutan destruktion av förändring i njurparenkym
KAD96,Other partial excision of kidney or pelvis of kidney,Annan öppen resektion av njure eller njurbäcken
KAD97,Other percutaneous endoscopic partial excision or destruction of tumour of kidney or pelvis of kidney,Annan perkutan endoskopisk resektion av njure eller njurbäcken
KAD98,Other transluminal endoscopic partial excision of pelvis of kidney,Annan transluminal endoskopisk resektion av njure eller njurbäcken
KAE,Removal of calculi from kidney and pelvis of kidney,Extraktion av konkrement ur njure och njurbäcken
KAE00,Nephrolithotomy,Öppen nefrolitotomi
KAE01,Nephroscopic nephrolithotomy,Perkutan nefroskopisk nefrolitotomi
KAE10,Pyelolithotomy,Öppen pyelolitotomi
KAE11,Nephroscopic pyelolithotomy,Perkutan nefroskopisk pyelolitotomi
KAE12,Retrograde ureteronephroscopic lithotripsy in pelvis of kidney,Transluminal litotripsi i njurbäckenet
KAE96,Other removal of calculus from kidney or pelvis of kidney,Annan öppen extraktion av konkrement i njure eller njurbäcken
KAE97,Other percutaneous endosopic removal of calculus from kidney or pelvis of kidney,Annan perkutan endoskopisk extraktion av konkrement i njure eller njurbäcken
KAE98,Other transluminal endosopic removal of calculus from kidney or pelvis of kidney,Annan transluminal endoskopisk extraktion av konkrement i njure eller njurbäcken
KAF,Removal of foreign body from kidney and pelvis of kidney,Avlägsnande av främmande kropp från njure (inkl njurbäcken)
KAF00,Removal of foreign body from kidney,Avlägsnande av främmande kropp från njure (öppen operation)
KAF01,Percutaneous endoscopic removal of foreign body from kidney,Perkutant endoskopiskt avlägsnande av främmande kropp från njure
KAF10,Removal of foreign body from pelvis of kidney,Öppet avlägsnande av främmande kropp från njurbäcken
KAF11,Percutaneous endoscopic removal of foreign body from pelvis of kidney,Perkutant endoskopiskt avlägsnande av främmande kropp från njurbäcken
KAF12,Transluminal endoscopic removal of foreign body from pelvis of kidney,Transluminalt endoskopiskt avlägsnande av främmande kropp från njurbäcken
KAH,Reconstructive operations on kidney and pelvis of kidney,Rekonstruktiva ingrepp på njurar och njurbäcken
KAH00,Suture of kidney,Öppen njursutur
KAH01,Percutaneous endoscopic suture of kidney,Perkutan endoskopisk sutur av njure
KAH10,Suture of pelvis of kidney,Öppen sutur av njurbäcken
KAH11,Percutaneous endoscopic suture of pelvis of kidney,Perkutan endoskopisk sutur av njurbäcken
KAH12,Retrograde ureteronephroscopic suture of pelvis of kidney,Transluminal endoskopisk sutur av njurbäcken
KAH30,Pyeloureteroplasty without division of ureteropelvic junction,Pyeloureteroplastik utan delning av njurbäcken-uretärövergång
KAH31,Percutaneous endoscopic pyeloureteroplasty without division of ureteropelvic junction,Perkutan endoskopisk pyeloureteroplastik utan delning av njurbäcken- uretärövergång
KAH40,Pyeloureteroplasty with division of ureteropelvic junction,Öppen pyeloureterostomi med delning av njurbäcken-uretärövergång
KAH41,Percutaneous endoscopic pyeloureteroplasty with division of ureteropelvic junction,Perkutan endoskopisk pyeloureterostomi med delning av njurbäcken- uretärövergång
KAH50,Ureterocalyceal anastomosis,Öppen anastomos mellan uretär och njurkalkar
KAH51,Percutaneous endoscopic ureterocalyceal anastomosis,Perkutan endoskopisk anastomos mellan uretär och njurkalkar
KAH54,Percutaneous endoscopic incision or dilatation of neck of calyx,Perkutan endoskopisk incision eller dilatation av calyx neck
KAH55,Retrograde ureteronephroscopic incision or dilatation of neck of calyx,Retrograd ureteronephroskopisk incision eller dilatation av calyx neck
KAH61,Percutaneous endoscopic incision of ureteropelvic junction,"Perkutan endoskopisk klyvning av njurbäcken-uretärövergång, endopyelotomi"
KAH62,Endopyelotomy,Endopyelotomi vid endoskopi
KAH70,Freeing of adhesions of ureteropelvic junction,Öppen lösning av adherenser vid njurbäcken-uretärövergången
KAH71,Percutaneous endoscopic freeing of adhesions of ureteropelvic junction,Perkutan endoskopisk lösning av adherenser vid njurbäcken-uretärövergången
KAH80,Nephropexy,Öppen nefropexi
KAH81,Percutaneous endoscopic nephropexy,Perkutan endoskopisk nefropexi
KAH96,Other reconstruction of kidney or pelvis of kidney,Annan öppen rekonstruktion av njure eller njurbäcken
KAH97,Other percutaneous endoscopic reconstruction of kidney or pelvis of kidney,Annan perkutan endoskopisk rekonstruktion av njure eller njurbäcken
KAH98,Other transluminal endoscopic reconstruction of kidney or pelvis of kidney,Annan transluminal endoskopisk rekonstruktion av njure eller njurbäcken
KAJ,External drainage of pelvis of kidney,Urinavledande operationer på njure och njurbäcken
KAJ00,Nephrostomy,Öppen nefrostomi
KAJ01,Percutaneous endoscopic nephrostomy,Perkutan endoskopisk nefrostomi/pyelostomi
KAJ02,Retrograde ureteronephroscopic nephrostomy,Endoskopisk nefrostomi
KAJ10,Pyelostomy,Pyelostomi
KAJ11,Percutaneous endoscopic pyelostomy,Perkutan endoskopisk pyelostomi
KAJ96,Other external drainage of pelvis of kidney,Annan urinavledande öppen operation på njure eller njurbäcken
KAJ97,Other percutaneous endoscopic external drainage of pelvis of kidney,Annan perkutan endoskopisk urinavledande operation på njure eller njurbäcken
KAJ98,Other transluminal endoscopic external drainage of pelvis of kidney,Annan transluminal endoskopisk urinavledande operation på njure eller njurbäcken
KAS,Transplantation of kidney and related operations,Njurtransplantationer och därmed sammanhängande operationer
KAS00,Autotransplantation of kidney,Autolog njurtransplantation
KAS10,Allogenic transplantation of kidney from cadaver donor,"Homolog njurtransplantation, nekronjure"
KAS20,Allogenic transplantation of kidney from living donor,"Homolog njurtransplantation, levande donator"
